,eps_len,eps_win,eps_score,eps_rewards,eps_max_tile
0,57,False,59,14.00,5
1,53,False,74,14.00,5
2,45,False,72,14.00,5
3,25,False,31,9.00,4
4,46,False,62,14.00,5
5,34,False,60,14.00,5
6,29,False,29,9.00,4
7,38,False,53,14.00,5
8,48,False,64,14.00,5
9,46,False,83,14.00,5
10,36,False,55,14.00,5
11,35,False,48,9.00,4
12,55,False,88,14.00,5
13,54,False,74,14.00,5
14,52,False,73,14.00,5
15,25,False,32,7.00,4
16,45,False,79,12.00,5
17,41,False,68,14.00,5
18,33,False,39,9.00,4
19,29,False,48,14.00,5
20,44,True,91,20.00,6
21,60,False,71,14.00,5
22,47,False,68,14.00,5
23,37,False,58,14.00,5
24,49,False,69,14.00,5
25,63,False,98,14.00,5
26,54,False,78,14.00,5
27,40,False,60,14.00,5
28,31,False,38,9.00,4
29,44,False,60,14.00,5
30,39,False,56,9.00,4
31,35,False,48,7.00,4
32,22,False,31,9.00,4
33,39,False,62,14.00,5
34,29,False,32,7.00,4
35,47,False,75,14.00,5
36,38,False,65,14.00,5
37,43,False,57,14.00,5
38,29,False,42,9.00,4
39,41,False,54,9.00,4
40,26,False,38,9.00,4
41,41,False,73,14.00,5
42,48,False,84,14.00,5
43,29,False,32,9.00,4
44,36,False,47,9.00,4
45,22,False,20,5.00,3
46,57,False,107,14.00,5
47,39,False,51,14.00,5
48,26,False,41,9.00,4
49,36,False,60,14.00,5
50,57,False,77,14.00,5
51,34,False,60,14.00,5
52,50,False,101,14.00,5
53,36,False,56,14.00,5
54,50,False,93,14.00,5
55,25,False,40,9.00,4
56,51,False,78,14.00,5
57,24,False,23,9.00,4
58,60,False,85,14.00,5
59,51,True,91,20.00,6
60,21,False,25,9.00,4
61,54,False,75,14.00,5
62,35,False,58,12.00,5
63,49,False,80,14.00,5
64,41,False,61,14.00,5
65,48,False,73,14.00,5
66,27,False,37,9.00,4
67,45,False,48,9.00,4
68,33,False,53,14.00,5
69,43,False,54,9.00,4
70,40,False,71,14.00,5
71,46,False,66,14.00,5
72,39,False,64,14.00,5
73,43,False,76,14.00,5
74,22,False,25,9.00,4
75,33,False,39,9.00,4
76,26,False,32,7.00,4
77,16,False,11,3.00,3
78,31,False,37,9.00,4
79,64,False,89,14.00,5
80,48,False,69,14.00,5
81,39,False,62,14.00,5
82,53,False,75,14.00,5
83,35,False,58,14.00,5
84,34,False,60,14.00,5
85,25,False,31,9.00,4
86,47,False,57,14.00,5
87,50,False,67,14.00,5
88,52,True,92,20.00,6
89,43,False,59,9.00,4
90,29,False,32,9.00,4
91,16,False,13,5.00,3
92,33,False,37,7.00,4
93,22,False,33,9.00,4
94,33,False,56,14.00,5
95,32,False,42,9.00,4
96,32,False,39,9.00,4
97,42,False,55,9.00,4
98,22,False,28,9.00,4
99,21,False,19,5.00,3
100,30,False,37,9.00,4
101,58,False,103,14.00,5
102,41,False,60,14.00,5
103,56,False,76,14.00,5
104,54,False,89,12.00,5
105,32,False,43,9.00,4
106,45,False,73,14.00,5
107,51,True,104,20.00,6
108,79,False,97,14.00,5
109,36,False,46,9.00,4
110,21,False,25,9.00,4
111,59,False,67,14.00,5
112,46,False,73,12.00,5
113,50,False,84,14.00,5
114,24,False,34,9.00,4
115,44,False,53,14.00,5
116,31,False,43,9.00,4
117,48,True,88,20.00,6
118,20,False,18,5.00,3
119,44,False,64,14.00,5
120,43,False,57,14.00,5
121,12,False,6,2.00,2
122,49,False,71,14.00,5
123,42,False,67,14.00,5
124,43,False,67,14.00,5
125,20,False,21,5.00,3
126,36,False,37,9.00,4
127,36,False,48,14.00,5
128,53,False,82,14.00,5
129,25,False,23,5.00,3
130,23,False,35,9.00,4
131,22,False,23,5.00,3
132,44,False,60,14.00,5
133,50,False,71,14.00,5
134,42,False,58,14.00,5
135,44,False,56,14.00,5
136,40,False,48,9.00,4
137,47,True,89,20.00,6
138,46,False,69,14.00,5
139,22,False,29,9.00,4
140,33,False,48,9.00,4
141,26,False,30,9.00,4
142,49,True,86,20.00,6
143,28,False,34,9.00,4
144,23,False,30,9.00,4
145,42,True,93,20.00,6
146,41,False,68,14.00,5
147,36,False,38,9.00,4
148,24,False,32,9.00,4
149,36,False,50,12.00,5
150,51,True,95,20.00,6
151,38,False,45,9.00,4
152,47,True,97,20.00,6
153,21,False,23,5.00,3
154,29,False,41,9.00,4
155,23,False,30,9.00,4
156,33,False,34,9.00,4
157,29,False,27,9.00,4
158,63,True,112,20.00,6
159,47,False,86,14.00,5
160,32,False,43,9.00,4
161,33,False,32,9.00,4
162,18,False,8,2.00,2
163,33,False,49,9.00,4
164,51,True,100,20.00,6
165,31,False,30,9.00,4
166,49,True,98,20.00,6
167,48,True,90,20.00,6
168,63,False,69,12.00,5
169,31,False,42,9.00,4
170,54,False,73,14.00,5
171,47,False,59,14.00,5
172,45,False,54,9.00,4
173,40,False,63,12.00,5
174,40,False,57,12.00,5
175,33,False,41,9.00,4
176,47,False,55,14.00,5
177,25,False,28,9.00,4
178,37,False,59,9.00,4
179,47,False,81,14.00,5
180,51,True,98,20.00,6
181,31,False,25,5.00,3
182,26,False,28,9.00,4
183,26,False,36,9.00,4
184,49,False,71,14.00,5
185,34,False,52,9.00,4
186,56,False,76,14.00,5
187,45,False,67,14.00,5
188,42,False,61,14.00,5
189,41,False,68,14.00,5
190,55,False,88,14.00,5
191,50,False,37,9.00,4
192,40,False,30,9.00,4
193,45,False,61,14.00,5
194,44,False,82,12.00,5
195,45,False,66,12.00,5
196,49,False,64,14.00,5
197,45,False,80,14.00,5
198,41,False,63,14.00,5
199,45,False,74,14.00,5
200,30,False,50,14.00,5
201,32,False,33,9.00,4
