,eps_len,eps_win,eps_score,eps_rewards,eps_max_tile
0,29,False,41,9.00,4
1,19,False,7,5.00,3
2,51,True,100,20.00,6
3,25,False,32,9.00,4
4,48,True,89,20.00,6
5,56,False,67,14.00,5
6,40,False,60,14.00,5
7,33,False,32,9.00,4
8,21,False,23,5.00,3
9,47,True,80,20.00,6
10,31,False,39,9.00,4
11,33,False,48,9.00,4
12,33,False,38,9.00,4
13,36,False,59,14.00,5
14,47,False,84,14.00,5
15,22,False,13,5.00,3
16,36,False,50,7.00,4
17,14,False,9,3.00,3
18,38,False,44,9.00,4
19,32,False,41,9.00,4
20,32,False,51,14.00,5
21,47,False,62,14.00,5
22,35,False,48,9.00,4
23,32,False,60,14.00,5
24,32,False,39,9.00,4
25,29,False,32,9.00,4
26,66,True,130,20.00,6
27,31,False,48,9.00,4
28,23,False,27,7.00,4
29,36,False,55,14.00,5
30,61,False,93,14.00,5
31,33,False,45,9.00,4
32,34,False,45,9.00,4
33,48,False,68,14.00,5
34,41,False,55,9.00,4
35,44,False,63,9.00,4
36,42,False,62,14.00,5
37,34,False,57,12.00,5
38,38,False,60,14.00,5
39,32,False,36,9.00,4
40,43,False,64,14.00,5
41,31,False,48,14.00,5
42,42,False,69,14.00,5
43,29,False,29,9.00,4
44,40,False,59,14.00,5
45,43,False,73,14.00,5
46,40,False,62,14.00,5
47,36,False,59,14.00,5
48,41,False,58,14.00,5
49,46,False,77,14.00,5
50,39,False,67,14.00,5
51,52,False,73,14.00,5
52,39,False,50,9.00,4
53,41,True,93,18.00,6
54,57,False,77,12.00,5
55,60,True,97,20.00,6
56,30,False,39,9.00,4
57,47,True,97,18.00,6
58,58,False,80,14.00,5
59,50,False,81,14.00,5
60,43,False,65,14.00,5
61,27,False,32,9.00,4
62,54,False,78,12.00,5
63,27,False,39,9.00,4
64,29,False,36,9.00,4
65,47,False,73,14.00,5
66,40,False,57,14.00,5
67,60,False,87,14.00,5
68,30,False,43,9.00,4
69,31,False,45,9.00,4
70,53,False,80,14.00,5
71,31,False,48,14.00,5
72,52,True,94,20.00,6
73,41,False,69,14.00,5
74,51,False,71,14.00,5
75,55,False,69,14.00,5
76,22,False,21,5.00,3
77,27,False,39,9.00,4
78,41,False,46,9.00,4
79,44,False,72,14.00,5
80,53,True,97,20.00,6
81,39,False,67,14.00,5
82,44,False,82,14.00,5
83,46,False,67,14.00,5
84,26,False,31,9.00,4
85,56,False,79,14.00,5
86,47,True,93,20.00,6
87,27,False,37,7.00,4
88,55,False,87,14.00,5
89,26,False,38,9.00,4
90,30,False,41,9.00,4
91,42,False,69,14.00,5
92,50,False,82,14.00,5
93,26,False,32,9.00,4
94,34,False,50,7.00,4
95,45,False,73,14.00,5
96,27,False,34,7.00,4
97,40,False,65,14.00,5
98,29,False,39,9.00,4
99,48,True,96,20.00,6
100,30,False,36,9.00,4
101,31,False,42,7.00,4
102,40,False,51,12.00,5
103,21,False,28,9.00,4
104,53,False,84,14.00,5
105,48,True,93,20.00,6
106,36,False,36,9.00,4
107,35,False,41,9.00,4
108,35,False,47,9.00,4
109,57,False,80,14.00,5
110,40,False,59,14.00,5
111,34,False,43,9.00,4
112,49,False,65,14.00,5
113,53,True,107,20.00,6
114,43,False,66,12.00,5
115,46,False,57,14.00,5
116,42,False,64,14.00,5
117,44,True,86,20.00,6
118,19,False,21,5.00,3
119,40,False,53,14.00,5
120,45,True,95,20.00,6
121,20,False,19,5.00,3
122,28,False,30,9.00,4
123,38,False,60,9.00,4
124,53,False,82,14.00,5
125,25,False,29,9.00,4
126,23,False,14,5.00,3
127,32,False,25,9.00,4
128,51,False,84,14.00,5
129,28,False,39,9.00,4
130,34,False,63,14.00,5
131,51,True,100,20.00,6
132,34,False,37,9.00,4
133,25,False,39,9.00,4
134,71,True,127,20.00,6
135,51,False,65,14.00,5
136,38,False,51,14.00,5
137,44,False,46,9.00,4
138,54,True,91,20.00,6
139,41,False,51,12.00,5
140,29,False,42,9.00,4
141,44,False,56,14.00,5
142,48,False,71,14.00,5
143,54,True,96,20.00,6
144,30,False,45,9.00,4
145,44,True,98,18.00,6
146,53,False,89,14.00,5
147,47,False,76,14.00,5
148,38,False,41,9.00,4
149,39,False,42,9.00,4
150,52,False,83,14.00,5
151,37,False,49,9.00,4
152,36,False,62,14.00,5
153,42,False,75,14.00,5
154,26,False,32,9.00,4
155,41,False,74,14.00,5
156,31,False,37,9.00,4
157,40,False,55,14.00,5
158,24,False,30,9.00,4
159,39,False,64,14.00,5
160,28,False,41,9.00,4
161,34,False,39,9.00,4
162,40,False,45,9.00,4
163,54,False,64,14.00,5
164,38,False,63,14.00,5
165,42,False,64,12.00,5
166,56,False,85,14.00,5
167,33,False,55,14.00,5
168,23,False,34,9.00,4
169,41,False,41,9.00,4
170,42,False,64,14.00,5
171,51,False,73,14.00,5
172,45,False,71,14.00,5
173,21,False,25,5.00,3
174,25,False,29,9.00,4
175,32,False,50,14.00,5
176,25,False,34,9.00,4
177,60,True,107,20.00,6
