,eps_len,eps_win,eps_score,eps_rewards,eps_max_tile
0,41,False,64,12.00,5
1,41,False,69,14.00,5
2,27,False,34,9.00,4
3,54,True,109,20.00,6
4,51,True,93,20.00,6
5,43,False,66,14.00,5
6,45,False,76,14.00,5
7,37,False,41,9.00,4
8,48,False,74,14.00,5
9,32,False,46,9.00,4
10,30,False,34,9.00,4
11,42,False,73,12.00,5
12,25,False,32,9.00,4
13,33,False,65,14.00,5
14,24,False,30,9.00,4
15,29,False,35,7.00,4
16,49,False,83,14.00,5
17,30,False,43,9.00,4
18,49,False,87,12.00,5
19,45,True,97,20.00,6
20,53,True,100,20.00,6
21,53,False,80,14.00,5
22,28,False,30,9.00,4
23,38,False,36,9.00,4
24,22,False,32,9.00,4
25,47,False,71,14.00,5
26,53,False,89,14.00,5
27,49,False,57,14.00,5
28,29,False,38,9.00,4
29,37,False,62,14.00,5
30,44,False,64,14.00,5
31,47,False,55,12.00,5
32,33,False,45,9.00,4
33,19,False,21,5.00,3
34,56,False,71,14.00,5
35,47,False,82,14.00,5
36,42,False,62,14.00,5
37,29,False,38,9.00,4
38,43,False,64,14.00,5
39,52,False,65,14.00,5
40,68,True,91,18.00,6
41,34,False,32,9.00,4
42,53,False,75,14.00,5
43,29,False,44,14.00,5
44,52,False,78,14.00,5
45,46,False,64,14.00,5
46,31,False,46,9.00,4
47,42,False,71,14.00,5
48,38,False,61,14.00,5
49,28,False,29,9.00,4
50,59,False,83,14.00,5
51,26,False,27,9.00,4
52,50,False,87,14.00,5
53,40,False,58,9.00,4
54,49,False,75,14.00,5
55,34,False,56,14.00,5
56,59,True,98,20.00,6
57,35,False,39,7.00,4
58,29,False,36,9.00,4
59,33,False,43,9.00,4
60,24,False,25,9.00,4
61,35,False,46,9.00,4
62,43,False,73,14.00,5
63,44,False,73,14.00,5
64,53,False,57,14.00,5
65,37,False,41,9.00,4
66,27,False,45,9.00,4
67,36,False,49,14.00,5
68,54,False,94,14.00,5
69,46,False,70,14.00,5
70,23,False,31,9.00,4
71,28,False,41,9.00,4
72,55,False,75,14.00,5
73,24,False,25,5.00,3
74,40,False,58,14.00,5
75,48,False,71,14.00,5
76,32,False,62,14.00,5
77,22,False,22,5.00,3
78,28,False,32,9.00,4
79,53,False,75,14.00,5
80,35,False,47,14.00,5
81,32,False,50,9.00,4
82,35,False,56,14.00,5
83,32,False,38,9.00,4
84,44,False,67,14.00,5
85,40,False,68,14.00,5
86,47,True,93,20.00,6
87,26,False,33,9.00,4
88,39,False,60,14.00,5
89,32,False,46,9.00,4
90,42,False,69,14.00,5
91,45,False,78,14.00,5
92,40,False,64,14.00,5
93,36,False,62,14.00,5
94,46,True,91,20.00,6
95,19,False,22,9.00,4
96,40,False,66,14.00,5
97,48,False,71,14.00,5
98,45,False,72,14.00,5
99,47,False,53,14.00,5
100,42,False,59,14.00,5
101,54,True,100,20.00,6
102,44,False,66,14.00,5
103,54,False,76,14.00,5
104,25,False,23,5.00,3
105,25,False,35,9.00,4
106,37,False,60,14.00,5
107,52,True,98,20.00,6
108,28,False,32,9.00,4
109,54,False,60,14.00,5
110,46,False,78,14.00,5
111,45,False,32,9.00,4
112,45,False,73,14.00,5
113,34,False,38,9.00,4
114,19,False,14,5.00,3
115,45,True,88,20.00,6
116,43,False,74,14.00,5
117,64,False,82,14.00,5
118,49,False,78,14.00,5
119,43,False,73,14.00,5
120,58,False,89,14.00,5
121,51,True,100,20.00,6
122,37,False,46,9.00,4
123,26,False,37,9.00,4
124,44,False,71,14.00,5
125,64,False,91,14.00,5
126,36,False,43,9.00,4
127,39,False,52,14.00,5
128,32,False,37,9.00,4
129,37,False,60,14.00,5
130,31,False,36,9.00,4
131,36,False,45,9.00,4
132,55,True,105,20.00,6
133,32,False,41,9.00,4
134,56,True,89,20.00,6
135,28,False,30,9.00,4
136,36,False,45,9.00,4
137,63,False,77,14.00,5
138,42,False,70,14.00,5
139,60,True,96,20.00,6
140,37,False,43,9.00,4
141,46,True,98,20.00,6
142,36,False,54,9.00,4
143,58,False,77,14.00,5
144,34,False,41,9.00,4
145,42,False,60,12.00,5
146,28,False,34,9.00,4
147,50,True,109,18.00,6
148,42,False,57,9.00,4
149,32,False,39,7.00,4
150,45,False,75,14.00,5
151,36,False,53,14.00,5
152,57,False,88,14.00,5
153,43,False,60,14.00,5
154,41,False,71,12.00,5
155,46,False,78,14.00,5
156,42,False,64,14.00,5
157,31,False,42,9.00,4
158,43,False,70,14.00,5
159,35,False,46,9.00,4
160,28,False,41,9.00,4
161,40,False,54,12.00,5
162,46,True,90,20.00,6
163,48,False,65,14.00,5
164,54,False,82,14.00,5
165,42,False,60,12.00,5
166,44,False,73,14.00,5
167,44,False,74,14.00,5
168,54,False,81,12.00,5
169,18,False,18,5.00,3
170,40,False,45,9.00,4
171,66,True,102,20.00,6
172,41,False,75,14.00,5
173,40,False,45,14.00,5
174,46,True,91,20.00,6
175,25,False,32,9.00,4
176,45,False,63,9.00,4
177,31,False,45,9.00,4
178,32,False,34,9.00,4
179,38,False,69,14.00,5
180,59,False,71,14.00,5
181,43,False,76,14.00,5
182,44,False,83,14.00,5
183,52,False,82,14.00,5
184,46,False,83,14.00,5
185,30,False,49,14.00,5
186,45,False,73,14.00,5
187,46,False,58,14.00,5
188,43,True,88,20.00,6
189,32,False,38,9.00,4
190,29,False,33,9.00,4
191,36,False,60,14.00,5
192,60,False,92,14.00,5
193,31,False,48,9.00,4
194,45,False,55,14.00,5
195,27,False,37,9.00,4
196,53,False,75,14.00,5
197,52,False,77,14.00,5
198,28,False,45,14.00,5
199,31,False,39,9.00,4
200,64,False,88,14.00,5
201,25,False,43,14.00,5
202,52,False,73,12.00,5
203,80,True,96,20.00,6
204,49,False,64,14.00,5
205,43,False,64,14.00,5
206,56,False,78,14.00,5
207,52,False,66,14.00,5
208,51,False,65,14.00,5
209,46,True,91,20.00,6
210,30,False,41,9.00,4
211,42,False,74,14.00,5
212,27,False,39,9.00,4
213,59,True,105,18.00,6
214,22,False,28,9.00,4
215,49,True,91,20.00,6
216,51,False,82,12.00,5
217,17,False,18,5.00,3
218,52,False,71,14.00,5
219,52,False,77,14.00,5
220,29,False,41,9.00,4
221,48,False,69,14.00,5
222,40,True,91,20.00,6
223,29,False,39,9.00,4
224,43,False,73,12.00,5
225,31,False,34,9.00,4
226,59,True,100,20.00,6
227,47,False,73,14.00,5
228,36,False,60,14.00,5
229,55,False,91,14.00,5
230,31,False,44,12.00,5
231,42,False,60,14.00,5
232,48,False,83,14.00,5
233,51,False,64,14.00,5
234,44,False,69,14.00,5
235,32,False,41,9.00,4
236,46,False,68,14.00,5
237,20,False,18,5.00,3
238,37,False,50,9.00,4
239,45,False,53,14.00,5
240,60,True,96,20.00,6
241,29,False,43,9.00,4
242,47,False,69,12.00,5
243,28,False,32,7.00,4
244,27,False,32,9.00,4
245,41,True,91,20.00,6
246,55,False,71,14.00,5
247,68,False,80,14.00,5
248,52,False,87,14.00,5
249,50,True,104,20.00,6
250,54,False,86,14.00,5
251,53,False,91,14.00,5
252,27,False,36,9.00,4
253,50,False,78,14.00,5
254,22,False,27,9.00,4
255,29,False,38,9.00,4
256,37,False,59,14.00,5
257,50,False,85,14.00,5
258,52,False,74,14.00,5
259,50,False,75,14.00,5
260,50,False,68,14.00,5
261,26,False,38,9.00,4
262,33,False,53,14.00,5
263,37,False,55,14.00,5
264,18,False,12,5.00,3
265,34,False,53,14.00,5
266,38,False,48,9.00,4
267,61,True,104,20.00,6
268,47,False,73,14.00,5
269,29,False,36,9.00,4
270,25,False,34,9.00,4
271,28,False,36,9.00,4
272,20,False,25,7.00,4
273,41,False,41,9.00,4
274,49,False,83,14.00,5
275,38,False,73,14.00,5
276,43,False,45,9.00,4
277,31,False,24,9.00,4
278,28,False,38,9.00,4
279,26,False,24,3.00,3
280,26,False,32,7.00,4
281,31,False,37,9.00,4
282,36,False,53,14.00,5
283,54,True,93,20.00,6
284,60,False,82,14.00,5
285,34,False,57,14.00,5
286,45,False,56,9.00,4
287,30,False,39,9.00,4
288,36,False,45,9.00,4
289,43,False,71,14.00,5
290,61,False,62,12.00,5
291,46,False,49,9.00,4
292,40,False,59,12.00,5
293,38,False,73,14.00,5
294,51,False,74,14.00,5
295,24,False,35,9.00,4
296,44,False,62,14.00,5
297,56,False,78,14.00,5
298,36,False,46,9.00,4
299,38,False,59,14.00,5
300,47,False,82,12.00,5
301,52,False,86,14.00,5
302,59,True,91,18.00,6
303,53,False,70,14.00,5
304,47,False,62,14.00,5
305,46,False,65,14.00,5
306,57,False,78,14.00,5
307,50,False,70,14.00,5
308,57,False,80,14.00,5
309,46,True,91,20.00,6
310,23,False,14,5.00,3
311,52,False,77,14.00,5
312,35,False,66,14.00,5
313,30,False,38,9.00,4
314,54,False,84,14.00,5
315,26,False,27,7.00,4
316,54,False,84,14.00,5
317,47,False,73,14.00,5
318,72,False,81,14.00,5
319,27,False,34,9.00,4
320,23,False,32,9.00,4
321,52,False,69,14.00,5
322,40,False,52,9.00,4
323,51,False,80,14.00,5
324,49,False,82,14.00,5
325,55,True,96,18.00,6
326,43,False,66,14.00,5
327,42,False,62,14.00,5
328,50,False,86,14.00,5
329,20,False,24,9.00,4
330,50,False,76,14.00,5
331,14,False,11,5.00,3
332,47,False,68,14.00,5
333,49,False,67,14.00,5
334,46,False,77,14.00,5
335,53,False,62,14.00,5
336,37,False,43,9.00,4
337,46,False,64,14.00,5
338,21,False,24,9.00,4
339,54,False,73,14.00,5
340,41,False,76,14.00,5
341,25,False,26,5.00,3
342,31,False,43,9.00,4
343,42,False,66,14.00,5
344,43,False,68,14.00,5
345,57,False,78,14.00,5
346,25,False,37,9.00,4
347,54,False,75,14.00,5
348,33,False,57,14.00,5
349,34,False,43,9.00,4
350,45,False,71,14.00,5
351,39,False,30,9.00,4
352,49,True,91,20.00,6
353,24,False,34,9.00,4
354,54,True,93,20.00,6
355,49,False,66,14.00,5
356,57,False,80,14.00,5
357,47,False,73,14.00,5
358,42,False,72,14.00,5
359,16,False,17,3.00,3
360,54,False,89,14.00,5
361,48,False,73,14.00,5
362,47,False,84,14.00,5
363,41,False,54,14.00,5
364,42,False,49,9.00,4
365,23,False,27,9.00,4
366,36,False,60,14.00,5
367,26,False,30,9.00,4
368,33,False,46,9.00,4
369,43,False,66,14.00,5
370,47,False,69,14.00,5
371,48,False,65,14.00,5
372,31,False,39,9.00,4
373,33,False,60,14.00,5
374,48,False,69,14.00,5
375,55,False,86,14.00,5
376,37,False,50,9.00,4
377,23,False,18,5.00,3
378,55,False,80,14.00,5
379,44,False,81,14.00,5
380,36,False,43,9.00,4
381,68,False,102,14.00,5
382,30,False,48,9.00,4
383,59,False,71,14.00,5
384,46,False,85,14.00,5
385,47,False,82,14.00,5
386,42,True,86,20.00,6
387,48,True,97,20.00,6
388,55,False,82,14.00,5
389,31,False,30,7.00,4
390,51,True,95,20.00,6
391,34,False,36,9.00,4
392,52,True,95,20.00,6
393,43,False,62,14.00,5
394,29,False,37,9.00,4
395,43,False,59,14.00,5
396,73,True,106,20.00,6
397,27,False,35,7.00,4
398,28,False,37,7.00,4
399,40,False,60,12.00,5
400,30,False,39,9.00,4
401,23,False,30,9.00,4
402,46,False,77,14.00,5
403,31,False,41,7.00,4
404,54,False,83,14.00,5
405,40,False,66,12.00,5
406,38,False,57,14.00,5
407,29,False,34,9.00,4
408,41,False,66,14.00,5
409,40,False,57,9.00,4
410,46,True,86,20.00,6
411,25,False,35,9.00,4
412,46,False,46,9.00,4
413,43,False,75,14.00,5
414,55,False,85,14.00,5
415,27,False,43,9.00,4
416,35,False,55,14.00,5
417,28,False,36,9.00,4
418,51,False,77,14.00,5
419,26,False,33,7.00,4
420,30,False,35,9.00,4
421,42,False,75,14.00,5
422,40,False,62,14.00,5
423,30,False,34,9.00,4
424,62,True,92,20.00,6
425,41,False,64,14.00,5
426,29,False,49,14.00,5
427,44,True,87,20.00,6
428,38,False,68,14.00,5
429,47,False,57,14.00,5
430,42,False,39,7.00,4
431,29,False,50,9.00,4
432,36,False,41,9.00,4
433,26,False,36,9.00,4
434,48,False,64,12.00,5
435,56,True,94,20.00,6
436,51,True,99,20.00,6
437,40,False,61,14.00,5
438,50,True,92,20.00,6
439,23,False,30,9.00,4
440,31,False,34,9.00,4
441,61,False,83,14.00,5
442,45,False,55,12.00,5
443,30,False,39,9.00,4
444,32,False,41,9.00,4
445,34,False,50,14.00,5
446,32,False,30,9.00,4
447,40,False,60,14.00,5
448,47,False,68,14.00,5
449,47,False,77,14.00,5
450,60,False,92,14.00,5
451,53,False,72,14.00,5
452,48,True,94,20.00,6
453,15,False,14,5.00,3
454,28,False,32,5.00,3
455,39,False,62,14.00,5
456,51,True,97,20.00,6
457,62,True,102,20.00,6
458,62,False,82,14.00,5
459,43,False,67,14.00,5
460,40,False,83,14.00,5
461,51,False,75,14.00,5
462,54,False,77,14.00,5
463,45,True,87,20.00,6
464,60,False,96,14.00,5
465,60,False,92,14.00,5
466,43,True,86,18.00,6
467,50,False,75,12.00,5
468,31,False,49,14.00,5
469,51,False,83,14.00,5
470,51,False,50,9.00,4
471,25,False,34,9.00,4
472,31,False,46,14.00,5
473,47,False,62,14.00,5
474,34,False,50,9.00,4
475,56,True,100,20.00,6
476,39,False,57,7.00,4
477,30,False,28,7.00,4
478,51,True,85,20.00,6
479,54,False,78,14.00,5
480,26,False,36,9.00,4
481,22,False,31,9.00,4
482,27,False,36,9.00,4
483,23,False,27,9.00,4
484,32,False,49,9.00,4
485,42,True,91,20.00,6
486,23,False,25,5.00,3
487,66,False,91,14.00,5
488,48,False,56,14.00,5
489,35,False,52,14.00,5
490,33,False,51,14.00,5
491,53,False,82,14.00,5
492,75,False,105,14.00,5
493,46,False,64,14.00,5
494,50,False,73,14.00,5
495,46,False,73,14.00,5
496,44,False,69,14.00,5
497,58,True,102,20.00,6
498,23,False,32,9.00,4
499,54,False,67,14.00,5
500,32,False,39,9.00,4
501,33,False,46,14.00,5
502,28,False,42,9.00,4
503,51,False,75,14.00,5
504,51,False,87,14.00,5
505,21,False,30,9.00,4
506,47,False,63,14.00,5
507,38,False,52,14.00,5
508,45,False,66,14.00,5
509,36,False,38,9.00,4
510,28,False,39,9.00,4
511,36,False,46,9.00,4
512,57,False,85,14.00,5
513,42,False,52,9.00,4
514,57,False,76,12.00,5
515,27,False,30,9.00,4
516,49,False,69,12.00,5
517,41,False,34,9.00,4
518,25,False,29,9.00,4
519,39,False,50,14.00,5
520,49,False,86,14.00,5
521,36,False,41,9.00,4
522,29,False,40,9.00,4
523,56,False,79,14.00,5
524,43,False,76,14.00,5
525,41,False,62,14.00,5
526,62,False,97,14.00,5
527,81,True,116,20.00,6
528,34,False,41,9.00,4
529,53,True,100,20.00,6
530,22,False,25,9.00,4
531,32,False,53,14.00,5
532,28,False,36,9.00,4
533,41,False,55,9.00,4
534,38,False,69,14.00,5
535,31,False,32,9.00,4
536,16,False,11,5.00,3
537,15,False,14,5.00,3
538,35,False,53,14.00,5
539,38,False,65,12.00,5
540,41,False,66,14.00,5
541,44,False,63,9.00,4
542,38,False,58,14.00,5
543,25,False,29,9.00,4
544,56,False,80,14.00,5
545,60,False,69,14.00,5
546,38,False,59,9.00,4
547,20,False,11,5.00,3
548,41,False,49,9.00,4
549,38,False,60,14.00,5
550,45,True,85,20.00,6
551,36,False,55,14.00,5
552,57,True,95,20.00,6
553,35,False,36,9.00,4
554,37,False,47,9.00,4
555,35,False,35,7.00,4
556,50,False,96,14.00,5
557,33,False,39,9.00,4
558,30,False,37,9.00,4
559,60,False,78,14.00,5
560,49,False,73,14.00,5
561,55,True,100,18.00,6
562,31,False,52,14.00,5
563,52,False,72,9.00,4
564,29,False,29,9.00,4
565,61,False,92,14.00,5
566,46,False,73,14.00,5
567,29,False,41,9.00,4
568,41,False,68,14.00,5
569,42,False,48,9.00,4
570,41,False,68,14.00,5
571,48,False,75,14.00,5
572,47,False,81,14.00,5
573,34,False,44,9.00,4
574,51,False,73,14.00,5
575,33,False,43,9.00,4
576,37,False,55,14.00,5
577,38,False,62,14.00,5
578,25,False,36,9.00,4
579,52,False,71,14.00,5
580,51,False,73,14.00,5
581,45,False,53,14.00,5
582,18,False,21,5.00,3
583,49,False,37,9.00,4
584,21,False,27,9.00,4
585,36,False,41,9.00,4
586,53,False,89,12.00,5
587,19,False,18,5.00,3
588,73,False,91,14.00,5
589,48,False,76,14.00,5
590,53,False,78,14.00,5
591,46,False,59,14.00,5
592,38,False,41,9.00,4
593,46,False,55,14.00,5
594,27,False,32,9.00,4
595,44,False,64,14.00,5
596,28,False,26,5.00,3
597,44,False,60,14.00,5
598,38,False,60,14.00,5
599,65,False,96,14.00,5
600,26,False,30,7.00,4
601,44,False,66,14.00,5
602,55,False,71,12.00,5
603,41,False,67,14.00,5
604,60,False,99,14.00,5
605,51,False,72,14.00,5
606,49,False,85,14.00,5
607,34,False,47,9.00,4
608,32,False,45,9.00,4
609,36,False,39,9.00,4
610,37,False,53,14.00,5
611,54,True,100,20.00,6
612,42,False,64,14.00,5
613,47,False,82,12.00,5
614,40,False,37,9.00,4
615,42,False,69,14.00,5
616,57,False,46,9.00,4
617,31,False,42,9.00,4
618,41,False,64,14.00,5
619,52,False,68,14.00,5
620,41,False,65,14.00,5
621,51,False,82,14.00,5
622,37,False,60,14.00,5
623,62,False,69,14.00,5
624,37,False,60,14.00,5
625,27,False,37,9.00,4
626,23,False,17,5.00,3
627,28,False,32,9.00,4
628,49,False,59,14.00,5
629,62,False,73,14.00,5
630,33,False,37,7.00,4
631,44,False,58,14.00,5
632,24,False,18,5.00,3
633,49,False,74,14.00,5
634,29,False,49,14.00,5
635,49,False,80,14.00,5
636,52,False,67,12.00,5
637,62,False,75,14.00,5
638,39,False,56,9.00,4
639,27,False,36,9.00,4
640,32,False,56,14.00,5
641,33,False,47,9.00,4
642,23,False,32,9.00,4
643,55,True,93,20.00,6
644,41,False,64,14.00,5
645,24,False,35,9.00,4
646,45,False,58,14.00,5
647,54,True,96,20.00,6
648,49,False,69,14.00,5
649,40,True,90,20.00,6
