,eps_len,eps_win,eps_score,eps_rewards,eps_max_tile
0,80,True,192,300.00,7
1,123,True,279,409.00,7
2,115,True,242,356.00,7
3,102,True,235,355.00,7
4,117,True,237,347.00,7
5,145,False,270,288.00,6
6,99,False,187,191.00,6
7,128,False,253,272.00,6
8,80,False,154,153.00,6
9,112,True,228,332.00,7
10,110,True,228,340.00,7
11,145,False,256,260.00,6
12,157,False,313,347.00,6
13,77,True,191,300.00,7
14,114,False,240,267.00,6
15,76,False,158,163.00,6
16,113,True,245,364.00,7
17,145,False,280,306.00,6
18,85,False,184,198.00,6
19,124,True,247,362.00,7
20,82,True,192,296.00,7
21,135,False,217,209.00,6
22,146,False,285,306.00,6
23,99,True,212,322.00,7
24,124,True,252,365.00,7
25,133,False,289,331.00,6
26,105,False,195,199.00,6
27,144,False,298,331.00,6
28,74,False,118,99.00,5
29,85,False,151,143.00,6
30,105,False,210,224.00,6
31,105,False,202,214.00,6
32,122,False,242,265.00,6
33,103,False,191,197.00,6
34,116,True,247,363.00,7
35,85,False,144,136.00,5
36,108,True,225,336.00,7
37,73,False,141,139.00,6
38,92,False,181,190.00,6
39,106,False,194,199.00,6
40,115,False,223,237.00,6
41,104,True,226,341.00,7
42,79,True,200,314.00,7
43,132,False,253,270.00,6
44,100,True,217,328.00,7
45,100,False,198,211.00,6
46,113,False,214,226.00,6
47,94,True,204,311.00,7
48,115,False,216,224.00,6
49,90,False,170,171.00,6
50,103,True,236,355.00,7
51,132,True,262,376.00,7
52,92,False,174,177.00,6
53,119,True,212,302.00,7
54,76,False,140,137.00,5
55,94,False,176,177.00,6
56,115,True,264,394.00,7
57,163,True,364,517.00,7
58,95,True,218,335.00,7
59,95,False,179,181.00,6
60,145,True,301,424.00,7
61,121,True,261,385.00,7
62,136,True,286,414.00,7
63,94,True,210,321.00,7
64,107,False,196,200.00,6
65,90,True,197,298.00,7
66,96,False,183,186.00,6
67,134,True,284,409.00,7
68,93,True,198,298.00,7
69,122,False,231,246.00,6
70,126,True,297,440.00,7
71,110,True,251,375.00,7
72,109,False,225,245.00,6
73,94,True,209,320.00,7
74,85,True,202,313.00,7
75,124,True,235,332.00,7
76,53,False,90,72.00,5
77,103,True,219,329.00,7
78,104,True,218,329.00,7
79,105,False,208,220.00,6
80,97,True,226,344.00,7
81,103,False,197,207.00,6
82,90,True,194,291.00,7
83,120,True,227,325.00,7
84,118,True,230,336.00,7
85,104,True,230,345.00,7
86,114,True,241,361.00,7
87,87,True,221,342.00,7
88,59,False,105,93.00,5
89,143,True,309,442.00,7
90,120,False,223,234.00,6
91,101,True,213,322.00,7
92,101,False,196,206.00,6
93,122,False,267,302.00,6
94,134,False,286,321.00,6
95,105,True,215,321.00,7
96,93,False,171,171.00,6
97,91,True,207,319.00,7
98,83,True,198,307.00,7
99,77,False,135,129.00,5
100,75,False,119,101.00,5
101,107,True,249,376.00,7
102,105,False,211,225.00,6
103,140,False,280,311.00,6
104,98,False,202,213.00,6
105,75,True,188,299.00,7
106,97,True,199,302.00,7
107,79,False,129,115.00,5
108,100,False,176,171.00,6
109,98,False,184,185.00,6
110,88,False,165,164.00,6
111,113,True,241,354.00,7
112,144,False,276,295.00,6
113,75,True,184,291.00,7
114,81,False,152,152.00,6
115,130,False,263,288.00,6
116,167,False,320,348.00,6
117,114,False,222,237.00,6
118,131,True,267,383.00,7
119,78,False,126,111.00,5
120,99,True,211,319.00,7
121,95,False,185,193.00,6
122,72,False,109,88.00,5
123,104,True,237,356.00,7
124,144,False,291,324.00,6
125,152,True,336,482.00,7
126,105,False,180,174.00,6
127,123,True,255,374.00,7
128,109,False,214,226.00,6
129,110,True,239,354.00,7
130,61,False,105,93.00,5
131,88,True,198,307.00,7
132,125,True,269,392.00,7
133,123,True,252,362.00,7
134,121,False,251,275.00,6
135,157,False,299,325.00,6
136,99,True,212,323.00,7
137,75,False,132,122.00,6
138,102,True,227,344.00,7
139,116,False,219,230.00,6
140,89,True,204,312.00,7
141,99,True,223,339.00,7
142,127,True,255,370.00,7
143,112,True,236,350.00,7
144,88,True,205,317.00,7
145,91,False,155,145.00,6
146,124,True,257,375.00,7
147,77,True,203,315.00,7
148,106,True,231,348.00,7
149,97,True,210,322.00,7
150,104,False,210,227.00,6
151,103,False,184,182.00,6
152,98,True,212,321.00,7
153,98,False,206,225.00,6
154,70,False,114,97.00,5
155,154,False,285,302.00,6
156,129,True,258,369.00,7
157,75,False,143,137.00,6
158,94,False,165,162.00,5
159,117,True,275,412.00,7
160,86,False,159,156.00,6
161,118,True,251,370.00,7
162,122,True,293,435.00,7
163,106,True,240,361.00,7
164,122,True,249,361.00,7
165,119,False,255,285.00,6
166,117,True,276,408.00,7
167,94,True,208,317.00,7
168,103,False,190,192.00,6
169,116,False,226,241.00,6
170,84,False,153,154.00,5
171,127,True,279,406.00,7
172,104,False,182,179.00,6
173,112,False,241,274.00,6
174,112,True,252,374.00,7
175,138,False,270,289.00,6
176,108,False,199,206.00,6
177,108,False,218,235.00,6
178,89,True,208,319.00,7
179,109,False,229,249.00,6
180,97,True,228,349.00,7
181,62,False,98,77.00,5
182,98,False,204,221.00,6
183,90,False,193,212.00,6
184,139,False,262,280.00,6
185,95,True,217,333.00,7
186,106,True,233,350.00,7
187,88,True,207,322.00,7
188,115,True,223,327.00,7
189,95,True,231,355.00,7
190,107,False,221,241.00,6
191,86,True,217,338.00,7
192,107,False,216,236.00,6
193,120,True,248,364.00,7
194,122,True,232,337.00,7
195,112,True,251,374.00,7
196,98,False,178,177.00,6
197,100,True,239,364.00,7
198,81,True,192,299.00,7
199,72,False,130,125.00,5
200,94,True,235,361.00,7
201,109,False,238,270.00,6
202,82,False,154,153.00,6
203,114,True,247,366.00,7
204,93,True,213,329.00,7
205,122,True,253,375.00,7
206,51,False,87,71.00,5
207,110,True,244,366.00,7
208,68,False,117,104.00,5
209,108,True,228,339.00,7
210,105,True,235,352.00,7
211,112,False,217,230.00,6
212,107,False,210,224.00,6
213,109,True,248,370.00,7
214,107,True,234,352.00,7
215,50,False,79,60.00,4
216,126,False,250,271.00,6
217,93,True,227,352.00,7
218,135,True,293,423.00,7
219,134,True,313,452.00,7
220,114,True,250,371.00,7
221,97,True,211,324.00,7
222,97,False,199,215.00,6
223,82,True,201,313.00,7
224,142,True,268,376.00,7
225,99,True,232,354.00,7
226,108,False,223,244.00,6
227,75,True,183,289.00,7
228,138,False,271,292.00,6
229,108,False,199,202.00,6
230,97,True,230,350.00,7
231,92,True,207,314.00,7
232,109,True,251,377.00,7
233,94,False,192,205.00,6
234,124,True,291,428.00,7
235,101,False,207,227.00,6
236,104,False,209,228.00,6
237,114,False,232,255.00,6
238,104,True,246,376.00,7
239,103,False,199,209.00,6
240,92,True,197,300.00,7
241,104,True,250,379.00,7
242,91,True,208,322.00,7
243,98,True,216,327.00,7
244,94,False,190,201.00,6
245,61,False,104,88.00,5
246,118,True,255,379.00,7
247,77,False,157,161.00,6
248,120,True,256,375.00,7
249,132,False,297,342.00,6
250,148,False,297,326.00,6
251,160,False,320,355.00,6
252,143,False,322,372.00,6
253,106,False,219,240.00,6
254,67,False,134,132.00,6
255,100,False,185,188.00,6
256,93,True,214,329.00,7
257,106,True,235,354.00,7
258,132,True,294,434.00,7
259,72,False,145,148.00,5
260,88,True,212,326.00,7
261,84,True,207,323.00,7
262,89,False,169,171.00,6
263,85,True,201,310.00,7
264,91,True,207,318.00,7
265,96,True,220,335.00,7
266,87,True,212,333.00,7
267,92,False,182,191.00,6
268,103,False,222,246.00,6
269,99,False,188,196.00,6
270,113,True,233,345.00,7
271,97,True,225,346.00,7
272,106,True,220,330.00,7
273,79,False,152,154.00,6
274,129,False,242,256.00,6
275,83,True,204,318.00,7
276,113,True,248,365.00,7
277,97,True,227,347.00,7
278,94,False,190,205.00,6
279,119,True,260,384.00,7
280,157,False,362,428.00,6
281,108,True,229,344.00,7
282,69,False,121,113.00,5
283,79,False,112,86.00,5
284,75,False,129,117.00,5
285,108,True,272,407.00,7
286,75,False,142,138.00,6
287,87,False,161,161.00,6
288,81,True,187,289.00,7
289,111,True,255,384.00,7
290,126,False,217,218.00,6
291,107,True,237,354.00,7
292,91,True,216,332.00,7
293,83,True,197,306.00,7
294,162,True,341,483.00,7
295,73,True,180,286.00,7
296,135,True,291,421.00,7
297,126,True,266,378.00,7
298,103,False,206,220.00,6
299,114,True,238,355.00,7
300,111,True,255,384.00,7
301,95,False,182,186.00,6
302,92,True,217,335.00,7
303,78,True,183,286.00,7
304,121,True,267,392.00,7
305,52,False,85,68.00,5
306,91,False,171,173.00,6
307,101,True,227,345.00,7
308,109,True,255,385.00,7
309,150,False,272,285.00,6
310,134,True,310,451.00,7
311,72,False,144,143.00,6
312,92,True,198,301.00,7
313,78,False,137,130.00,5
314,144,True,337,489.00,7
315,83,True,197,308.00,7
316,113,False,222,236.00,6
317,110,True,253,382.00,7
318,123,True,297,442.00,7
319,108,True,231,345.00,7
320,101,True,239,363.00,7
321,131,False,254,276.00,6
322,81,False,153,153.00,6
323,117,True,261,388.00,7
324,104,True,218,329.00,7
325,100,False,181,180.00,6
326,95,True,219,336.00,7
327,97,False,180,182.00,6
328,84,True,193,300.00,7
