,eps_len,eps_win,eps_score,eps_rewards,eps_max_tile
0,73,False,129,83.00,5
1,126,True,225,265.00,7
2,108,False,190,138.00,6
3,115,False,208,157.00,6
4,78,False,147,105.00,5
5,136,True,299,353.00,7
6,102,False,163,108.00,6
7,156,False,296,233.00,6
8,88,True,206,272.00,7
9,104,True,232,296.00,7
10,90,True,198,262.00,7
11,157,False,274,203.00,6
12,81,False,125,74.00,5
13,61,False,107,68.00,5
14,70,False,128,87.00,5
15,121,True,262,317.00,7
16,92,False,165,116.00,5
17,138,False,274,221.00,6
18,108,True,233,294.00,7
19,104,True,240,302.00,7
20,90,False,169,128.00,6
21,100,True,219,283.00,7
22,107,True,241,305.00,7
23,92,True,216,286.00,7
24,99,False,193,152.00,6
25,118,True,250,305.00,7
26,102,False,190,146.00,6
27,117,True,235,289.00,7
28,108,True,235,296.00,7
29,118,False,209,155.00,6
30,116,False,220,171.00,6
31,151,True,300,339.00,7
32,118,True,237,286.00,7
33,129,False,229,171.00,6
34,101,True,234,298.00,7
35,121,True,251,304.00,7
36,103,False,187,140.00,6
37,108,False,191,140.00,6
38,89,True,194,256.00,7
39,110,False,189,136.00,6
40,140,True,304,358.00,7
41,108,True,244,307.00,7
42,119,True,268,330.00,7
43,98,True,215,279.00,7
44,101,False,189,145.00,6
45,110,True,247,312.00,7
46,127,True,255,302.00,7
47,112,True,232,287.00,7
48,116,True,269,334.00,7
49,106,True,256,324.00,7
50,106,True,228,290.00,7
51,92,False,187,151.00,6
52,124,True,266,323.00,7
53,56,False,82,35.00,4
54,84,False,138,87.00,5
55,112,True,233,292.00,7
56,138,False,267,212.00,6
57,94,True,227,296.00,7
58,114,True,248,308.00,7
59,92,True,220,288.00,7
60,84,False,164,127.00,6
61,116,False,231,186.00,6
62,122,True,278,343.00,7
63,89,True,201,265.00,7
64,106,False,178,119.00,5
65,107,False,198,150.00,6
66,91,False,183,145.00,6
67,102,True,216,273.00,7
68,111,False,195,140.00,6
69,119,False,237,189.00,6
70,119,True,258,314.00,7
71,127,False,244,191.00,6
72,115,True,224,274.00,7
73,149,False,274,211.00,6
74,132,True,295,349.00,7
75,128,False,243,188.00,6
76,122,True,242,293.00,7
77,106,True,233,297.00,7
78,95,True,214,276.00,7
79,121,False,242,194.00,6
80,90,True,193,254.00,7
81,121,True,274,333.00,7
82,97,False,185,142.00,6
83,89,True,210,279.00,7
84,93,True,226,296.00,7
85,110,True,260,328.00,7
86,122,True,250,302.00,7
87,97,False,188,146.00,6
88,106,True,227,285.00,7
89,155,True,339,391.00,7
90,118,True,262,324.00,7
91,122,True,252,305.00,7
92,80,False,154,113.00,5
93,101,False,179,130.00,6
94,90,False,176,137.00,6
95,91,True,191,250.00,7
96,104,False,208,167.00,6
97,82,False,150,106.00,5
98,78,False,148,111.00,6
99,149,True,283,324.00,7
100,80,True,188,257.00,7
101,106,True,230,287.00,7
102,139,True,313,374.00,7
103,105,True,232,298.00,7
104,151,False,284,221.00,6
105,115,False,206,152.00,6
106,110,False,201,151.00,6
107,150,True,313,363.00,7
108,106,True,247,312.00,7
109,116,False,227,182.00,6
110,98,True,203,263.00,7
111,96,True,224,289.00,7
112,82,False,112,54.00,5
113,138,True,295,345.00,7
114,103,True,239,306.00,7
115,137,True,282,333.00,7
116,122,True,262,322.00,7
117,93,False,182,143.00,6
118,143,True,301,349.00,7
119,104,True,233,297.00,7
120,98,True,218,280.00,7
121,110,True,221,276.00,7
122,115,True,248,307.00,7
123,75,False,138,96.00,5
124,151,False,315,264.00,6
125,61,False,103,63.00,5
126,98,True,212,271.00,7
127,105,True,196,242.00,7
128,97,True,233,300.00,7
129,92,True,227,300.00,7
130,111,False,221,176.00,6
131,118,True,240,296.00,7
132,118,False,248,207.00,6
133,96,True,226,293.00,7
134,113,True,247,309.00,7
135,125,True,252,305.00,7
136,99,False,199,159.00,6
137,148,False,291,235.00,6
138,116,False,234,189.00,6
139,101,True,224,289.00,7
140,121,True,247,301.00,7
141,108,False,211,167.00,6
142,103,True,230,293.00,7
143,113,True,235,292.00,7
144,112,True,248,312.00,7
145,91,True,203,269.00,7
146,125,True,264,322.00,7
147,131,False,263,215.00,6
148,113,True,255,316.00,7
149,91,True,207,271.00,7
150,117,True,235,287.00,7
151,98,True,216,282.00,7
152,94,True,218,283.00,7
153,78,False,127,78.00,5
154,121,True,245,299.00,7
155,80,True,202,275.00,7
156,90,True,204,272.00,7
157,99,True,210,270.00,7
158,87,True,203,269.00,7
159,117,False,239,197.00,6
160,90,False,184,145.00,5
161,85,False,133,79.00,5
162,84,True,203,272.00,7
163,112,True,242,301.00,7
164,105,False,211,170.00,6
165,89,False,166,125.00,6
166,147,True,364,429.00,7
167,114,True,232,286.00,7
168,99,True,218,283.00,7
169,112,True,225,279.00,7
170,112,False,232,192.00,6
171,104,False,198,154.00,6
172,121,False,223,171.00,6
173,94,True,223,291.00,7
174,110,True,251,313.00,7
175,149,False,311,260.00,6
176,167,False,322,255.00,6
177,87,True,199,267.00,7
178,124,True,262,318.00,7
179,124,True,259,311.00,7
180,144,True,305,355.00,7
181,116,True,245,303.00,7
182,122,True,293,360.00,7
183,109,False,213,168.00,6
184,88,False,169,130.00,6
185,96,True,234,305.00,7
186,96,True,226,295.00,7
187,84,False,150,104.00,5
188,78,False,152,118.00,6
189,85,True,198,267.00,7
190,96,False,195,156.00,6
191,102,True,232,297.00,7
192,87,True,216,289.00,7
193,98,True,231,299.00,7
194,108,True,228,287.00,7
195,82,False,169,136.00,6
196,106,False,214,174.00,6
197,110,False,202,154.00,6
198,145,False,322,278.00,6
199,140,False,288,238.00,6
200,96,False,193,156.00,6
201,126,False,237,182.00,6
202,116,True,260,323.00,7
203,130,True,298,355.00,7
204,111,True,232,289.00,7
205,106,False,215,175.00,6
206,84,True,201,269.00,7
207,100,True,229,296.00,7
208,79,True,193,266.00,7
209,127,True,301,361.00,7
210,118,True,253,306.00,7
211,107,True,235,297.00,7
