,eps_len,eps_win,eps_score,eps_rewards,eps_max_tile
0,59,False,89,12.30,5
1,24,False,35,6.80,4
2,50,True,95,19.00,6
3,39,False,60,11.20,5
4,57,False,92,12.50,5
5,73,True,94,16.60,6
6,53,False,75,12.40,5
7,45,False,70,12.90,5
8,65,False,92,11.70,5
9,40,False,62,13.20,5
10,53,False,65,12.00,5
11,26,False,33,6.50,4
12,28,False,35,8.40,4
13,36,False,64,13.70,5
14,47,False,72,12.80,5
15,34,False,57,13.60,5
16,34,False,46,8.20,4
17,54,True,85,16.10,6
18,29,False,37,8.40,4
19,23,False,27,8.60,4
20,23,False,32,8.80,4
21,50,True,98,19.00,6
22,44,False,68,13.00,5
23,51,False,64,12.20,5
24,40,False,60,13.10,5
25,30,False,47,13.60,5
26,41,False,63,8.20,4
27,48,False,73,12.70,5
28,47,False,70,12.80,5
29,32,False,42,8.30,4
30,61,False,78,11.70,5
31,32,False,48,8.50,4
32,22,False,29,8.80,4
33,40,False,35,7.20,4
34,39,False,50,7.90,4
35,32,False,58,13.80,5
36,37,False,57,13.30,5
37,53,True,88,18.60,6
38,58,False,73,11.80,5
39,51,False,86,13.00,5
40,43,False,46,7.40,4
41,36,False,45,8.10,4
42,48,True,94,19.30,6
43,29,False,44,8.60,4
44,17,False,11,4.60,3
45,47,False,80,13.10,5
46,47,False,70,12.80,5
47,24,False,30,8.60,4
48,34,False,36,7.90,4
49,30,False,39,8.40,4
50,26,False,39,8.80,4
51,38,False,48,8.00,4
52,59,False,87,12.20,5
53,32,False,50,13.50,5
54,20,False,21,4.70,3
55,38,False,46,7.90,4
56,27,False,32,8.40,4
57,49,False,65,12.40,5
58,33,False,52,13.50,5
59,47,False,58,7.40,4
60,42,False,60,8.00,4
61,46,False,63,12.60,5
62,43,False,66,11.00,5
63,61,True,126,18.90,6
64,48,False,62,12.40,5
65,35,False,43,8.10,4
66,32,False,50,13.50,5
67,30,False,36,8.30,4
68,67,False,74,10.90,5
69,36,False,53,8.30,4
70,36,False,46,8.00,4
71,41,False,53,10.70,5
72,42,False,64,11.00,5
73,42,False,57,12.80,5
74,48,False,71,12.70,5
75,30,False,41,8.50,4
76,40,False,67,13.30,5
77,31,False,48,8.60,4
78,50,False,65,12.20,5
79,36,False,61,13.40,5
80,25,False,25,4.40,3
81,43,False,66,13.00,5
82,43,False,68,13.10,5
83,37,False,58,13.20,5
84,41,False,72,13.40,5
85,45,False,68,12.90,5
86,52,False,54,9.60,5
87,37,False,57,13.30,5
88,61,False,84,11.90,5
89,47,False,82,13.20,5
90,55,False,71,12.00,5
91,70,False,76,10.70,5
92,44,False,47,7.30,4
93,48,False,73,12.80,5
94,62,True,100,18.00,6
95,41,False,60,12.90,5
96,65,False,89,11.70,5
97,23,False,30,8.70,4
98,53,False,74,12.30,5
99,49,True,87,16.70,6
100,32,False,53,13.60,5
101,67,False,80,11.10,5
102,36,False,48,8.10,4
103,37,False,60,13.40,5
104,33,False,50,8.50,4
105,32,False,32,7.90,4
106,51,False,87,13.00,5
107,47,True,90,19.10,6
108,84,False,133,11.30,5
109,39,False,73,13.70,5
110,43,False,43,7.30,4
111,36,False,55,8.40,4
112,40,False,42,12.30,5
113,51,True,91,18.80,6
114,47,True,89,18.90,6
115,61,False,50,5.80,4
116,43,False,71,11.20,5
117,44,False,80,11.40,5
118,41,False,50,7.70,4
119,42,False,71,11.30,5
120,46,False,53,12.20,5
121,39,True,89,19.80,6
122,32,False,42,8.30,4
123,55,False,76,12.10,5
124,48,False,67,12.50,5
125,44,False,73,13.20,5
126,25,False,32,8.60,4
127,35,False,58,13.50,5
128,56,False,80,12.20,5
129,45,False,62,7.70,4
130,37,False,47,12.80,5
131,50,False,73,12.60,5
132,57,True,93,18.30,6
133,21,False,21,8.50,4
134,31,False,45,8.50,4
135,64,False,64,10.80,5
136,36,False,55,13.30,5
137,33,False,38,8.10,4
138,37,False,67,13.60,5
139,53,False,71,12.20,5
140,44,False,64,12.80,5
141,50,False,61,12.10,5
142,46,False,42,6.90,4
143,37,False,55,13.20,5
144,44,False,44,7.20,4
145,33,False,50,8.50,4
146,42,False,50,7.60,4
147,41,False,55,12.80,5
148,49,True,95,19.20,6
149,32,False,34,8.00,4
150,43,False,66,11.00,5
151,34,False,39,8.00,4
152,62,True,106,16.20,6
153,39,False,57,11.00,5
154,33,False,37,8.00,4
155,37,False,35,7.50,4
156,40,False,68,13.40,5
157,34,False,41,8.10,4
158,47,False,67,12.60,5
159,37,False,51,11.00,5
160,21,False,22,4.70,3
161,30,False,43,8.50,4
162,47,True,86,18.80,6
163,62,False,80,11.70,5
164,48,False,71,12.70,5
165,60,True,110,18.50,6
166,43,False,73,13.30,5
167,44,False,66,12.80,5
168,28,False,46,13.70,5
169,45,False,71,13.00,5
170,45,False,56,12.40,5
171,30,False,31,8.10,4
172,30,False,38,8.30,4
173,30,False,39,6.40,4
174,42,False,57,12.80,5
175,62,True,99,18.00,6
176,27,False,28,4.30,3
177,68,False,71,10.70,5
178,49,False,63,12.20,5
179,46,False,71,12.90,5
180,39,False,46,7.80,4
181,27,False,32,6.40,4
